date,symbol,strike,expiry,contracts,premium,market_value
2026-03-04,VST,155,2026-06-18,2740,14.35,3931900.0
2026-03-04,WBD,27,2026-10-16,40000,1.39,5560000.0
2026-03-04,XOM,147,2026-03-06,2000,0.64,128000.0
2026-03-04,XOM,105,2026-09-18,4000,1.46,584000.0
2026-03-04,AAOI,85,2026-06-18,880,33.95,2987600.0
2026-03-04,ALAB,100,2026-05-15,600,24.77,1486200.0
2026-03-04,AR,40,2026-04-17,17500,1.6,2800000.0
2026-03-04,AVGO,360,2026-03-06,8000,1.06,848000.0
2026-03-04,BIZD,13,2026-12-18,5000,0.8,400000.0
2026-03-04,CRWV,85,2026-03-13,1200,2.71,325200.0
2026-03-04,CTRI,32.5,2026-05-15,1750,1.95,341250.0
2026-03-04,CVX,190,2026-03-20,1200,2.85,342000.0
2026-03-04,CXW,20,2026-09-18,1400,1.98,277200.0
2026-03-04,CYTK,70,2026-04-17,2250,5.4,1215000.0
2026-03-04,DELL,160,2026-04-17,2500,4.68,1170000.0
2026-03-04,GLD,481,2026-03-06,10000,2.33,2330000.0
2026-03-04,GOOGL,320,2026-03-06,5000,0.15,75000.0
2026-03-04,HOOD,95,2026-03-20,2350,1.0,235000.0
2026-03-04,IBIT,42,2026-04-17,4000,2.81,1124000.0
2026-03-04,IBRX,9.5,2026-03-06,1200,0.23,27600.0
2026-03-04,IREN,50,2026-03-20,2000,1.71,342000.0
2026-03-04,IREN,50,2026-05-15,4000,5.95,2380000.0
2026-03-04,KO,82,2026-03-06,4500,0.01,4500.0
2026-03-04,LODE,2.5,2026-10-16,7500,1.38,1035000.0
2026-03-04,MARA,20,2026-12-18,2700,1.12,302400.0
2026-03-04,MHK,130,2026-03-20,2000,0.55,110000.0
2026-03-04,MRVL,84,2026-03-20,1250,3.28,410000.0
2026-03-04,MSFT,400,2026-03-06,5000,7.5,3750000.0
2026-03-04,NFLX,95,2026-03-20,5000,5.47,2735000.0
2026-03-04,NFLX,100,2026-06-18,28000,8.0,22400000.0
2026-03-04,NFLX,113,2026-06-18,1770,3.35,592950.0
2026-03-04,NVDA,182.5,2026-03-13,1900,5.32,1010800.0
2026-03-04,NVDA,195,2026-03-13,5000,0.83,415000.0
2026-03-04,OKTA,75,2026-09-18,2000,11.12,2224000.0
2026-03-04,RBLX,80,2026-05-15,675,4.4,297000.0
2026-03-04,RIG,7,2026-05-15,1000,0.43,43000.0
2026-03-04,RTX,205,2026-03-06,4900,4.97,2435300.0
2026-03-04,S,14,2026-03-20,1500,0.73,109500.0
2026-03-04,SLV,165,2027-06-17,1300,8.6,1118000.0
2026-03-04,TLT,96,2026-09-18,20000,0.9,1800000.0
2026-03-04,TLT,100,2027-02-19,4800,1.06,508800.0
2026-03-04,TSEM,130,2026-10-16,600,23.65,1419000.0
2026-03-04,TSLA,402.5,2026-03-13,2200,12.9,2838000.0
2026-03-04,USAR,27,2026-06-18,2000,1.75,350000.0
2026-03-04,VERA,45,2026-03-20,2000,3.15,630000.0
2026-03-04,XLE,57.5,2026-04-17,5000,1.54,770000.0
2026-03-04,AAL,16,2026-03-20,47500,0.04,190000.0
2026-03-04,AMD,185,2026-05-15,20000,30.25,60500000.0
2026-03-04,AMPL,7,2026-03-20,1000,1.02,102000.0
2026-03-04,AMZN,220,2026-03-20,3000,4.58,1374000.0
2026-03-04,ARQT,32.5,2026-04-17,1600,1.25,200000.0
2026-03-04,ATEX,45,2026-03-20,1200,0.88,105600.0
2026-03-04,ATEX,35,2026-03-20,1150,4.7,540500.0
2026-03-04,AVAV,350,2026-05-15,1000,5.9,590000.0
2026-03-04,BAC,58,2026-04-02,1080,0.04,4320.0
2026-03-04,BE,165,2026-05-15,1000,34.3,3430000.0
2026-03-04,BP,42,2026-06-18,3700,1.29,477300.0
2026-03-04,BROS,52.5,2026-03-20,1000,2.65,265000.0
2026-03-04,BTDR,10,2026-04-17,4000,0.53,212000.0
2026-03-04,CARR,75,2026-09-18,1500,2.12,318000.0
2026-03-04,CF,105,2026-03-20,1500,4.25,637500.0
2026-03-04,CHYM,30,2027-01-15,6000,3.75,2250000.0
2026-03-04,CNQ,47.5,2026-06-18,4800,1.95,936000.0
2026-03-04,CORZ,20,2026-04-17,30000,0.63,1890000.0
2026-03-04,CPRI,22.5,2026-04-17,3250,0.47,152750.0
2026-03-04,CRC,60,2026-03-20,1075,3.55,381625.0
2026-03-04,DE,720,2026-06-18,250,9.95,248750.0
2026-03-04,EOG,135,2026-03-20,3400,1.45,493000.0
2026-03-04,EOSE,12.5,2026-03-20,2000,0.04,8000.0
2026-03-04,EWJ,93,2026-06-18,3000,3.03,909000.0
2026-03-04,FCG,29,2026-09-18,2000,2.67,534000.0
2026-03-04,FLUX,2.5,2026-10-16,3000,0.62,186000.0
2026-03-04,FSLY,20,2026-03-06,3500,0.65,227500.0
2026-03-04,GGAL,55,2026-07-17,5000,2.85,1425000.0
2026-03-04,GOOG,310,2026-07-17,1600,24.55,3928000.0
2026-03-04,GTES,28,2026-03-20,2000,0.3,60000.0
2026-03-04,HLT,280,2026-06-18,14000,37.75,52850000.0
2026-03-04,HON,260,2026-09-18,1200,14.95,1794000.0
2026-03-04,INSM,165,2026-08-21,400,15.65,626000.0
2026-03-04,INTC,80,2028-01-21,1100,7.62,838200.0
2026-03-04,IRD,2.5,2026-03-20,1100,1.8,198000.0
2026-03-04,MDGL,480,2027-01-15,3000,87.5,26250000.0
2026-03-04,MKTX,200,2026-08-21,500,14.75,737500.0
2026-03-04,MLCO,6,2026-04-17,4000,0.43,172000.0
2026-03-04,MRVL,85,2026-03-20,1000,3.08,308000.0
2026-03-04,NBIS,145,2026-08-21,700,10.72,750400.0
2026-03-04,NOW,125,2026-04-17,1150,3.65,419750.0
2026-03-04,NVDA,195,2026-03-13,4000,0.83,332000.0
2026-03-04,OMC,85,2026-05-15,1000,5.55,555000.0
2026-03-04,OXY,52.5,2026-04-17,5000,3.38,1690000.0
2026-03-04,PRU,115,2027-01-15,500,4.25,212500.0
2026-03-04,PTCT,70,2028-01-21,600,20.25,1215000.0
2026-03-04,SLV,130,2026-09-18,10000,5.65,5650000.0
2026-03-04,SLV,160,2027-01-15,1000,6.05,605000.0
2026-03-04,SNDK,810,2026-05-15,300,40.1,1203000.0
2026-03-04,STNG,75,2026-10-16,1000,14.1,1410000.0
2026-03-04,TLT,91,2026-03-20,1700,0.21,35700.0
2026-03-04,TPL,560,2026-10-16,250,74.6,1865000.0
2026-03-04,TTWO,210,2026-09-18,300,30.05,901500.0
2026-03-04,W,100,2026-03-06,2000,0.05,10000.0
2026-03-04,WRBY,25,2026-03-20,2000,3.12,624000.0
2026-03-04,XOM,160,2026-03-20,2500,1.03,257500.0
2026-03-04,XP,22,2026-08-21,1300,2.25,292500.0
2026-03-04,ZG,50,2026-05-15,5000,3.25,1625000.0
2026-03-04,AA,80,2026-09-18,600,6.33,379800.0
2026-03-04,AKAM,110,2026-05-15,2000,5.8,1160000.0
2026-03-04,AMZN,250,2026-08-21,2000,10.95,2190000.0
2026-03-04,APLD,31,2026-03-20,8000,1.69,1352000.0
2026-03-04,APO,160,2027-01-15,1000,3.85,385000.0
2026-03-04,BSX,85,2026-04-17,9200,0.62,570400.0
2026-03-04,CIFR,20,2026-03-20,4500,0.33,148500.0
2026-03-04,CORN,20,2026-08-21,2000,0.6,120000.0
2026-03-04,DASH,160,2026-05-15,15000,29.05,43575000.0
2026-03-04,ESTC,75,2026-03-20,1000,0.05,5000.0
2026-03-04,FCX,68,2026-03-06,2500,0.44,110000.0
2026-03-04,FIVN,20,2026-07-17,6000,2.05,1230000.0
2026-03-04,FLNC,24,2026-08-21,3000,2.5,750000.0
2026-03-04,GEO,25,2027-01-15,5000,1.15,575000.0
2026-03-04,HBM,25,2026-11-20,440,5.45,239800.0
2026-03-04,HIMX,8,2026-04-17,3000,0.45,135000.0
2026-03-04,INTC,65,2026-10-16,800,3.77,301600.0
2026-03-04,LODE,5,2026-04-17,2000,0.12,24000.0
2026-03-04,MSTR,160,2026-04-17,2000,10.25,2050000.0
2026-03-04,MU,490,2026-03-27,400,7.4,296000.0
2026-03-04,OLN,25,2026-08-21,2500,4.0,1000000.0
2026-03-04,OXY,65,2026-06-18,2860,1.1,314600.0
2026-03-04,PEP,170,2026-05-15,1500,4.8,720000.0
2026-03-04,PRGS,45,2026-03-20,2500,0.93,232500.0
2026-03-04,QQQ,670,2026-04-30,3000,1.05,315000.0
2026-03-04,RARE,25,2026-05-15,1000,2.15,215000.0
2026-03-04,SLV,105,2026-09-18,7800,8.43,6575400.0
2026-03-04,STX,400,2026-03-20,1725,13.4,2311500.0
2026-03-04,TLT,100,2026-09-18,12000,0.47,564000.0
2026-03-04,TLT,120,2026-09-18,50000,0.09,450000.0
2026-03-04,URA,53,2026-06-18,1000,6.45,645000.0
2026-03-04,USAR,20,2026-03-20,1000,1.18,118000.0
2026-03-04,XLP,87,2026-06-18,4000,3.52,1408000.0
2026-03-04,AG,30,2026-04-17,3000,2.92,876000.0
2026-03-04,AGQ,200,2026-03-20,1000,6.4,640000.0
2026-03-04,ALB,200,2026-06-18,1800,14.38,2588400.0
2026-03-04,ASPI,6,2026-07-17,2500,1.2,300000.0
2026-03-04,AVGO,350,2026-03-20,4000,5.78,2312000.0
2026-03-04,CBOE,330,2027-01-15,1000,18.7,1870000.0
2026-03-04,CRML,10,2027-01-15,1000,3.9,390000.0
2026-03-04,EOSE,14,2026-03-20,4000,0.03,12000.0
2026-03-04,EVTC,30,2026-05-15,1200,1.0,120000.0
2026-03-04,EWT,85,2026-09-18,2900,2.35,681500.0
2026-03-04,FE,50,2026-12-18,1000,4.25,425000.0
2026-03-04,FIGR,40,2027-01-15,1200,8.2,984000.0
2026-03-04,GDXJ,175,2026-04-17,1150,2.91,334650.0
2026-03-04,GLD,880,2027-01-15,2000,5.12,1024000.0
2026-03-04,GPK,12.5,2026-09-18,1000,1.08,108000.0
2026-03-04,HOOD,75,2026-10-16,475,21.85,1037875.0
2026-03-04,INTC,45,2026-03-20,2500,2.72,680000.0
2026-03-04,IONQ,32,2026-03-06,2000,5.43,1086000.0
2026-03-04,IREN,90,2028-01-21,1000,13.18,1318000.0
2026-03-04,LITE,610,2026-06-18,1200,185.55,22266000.0
2026-03-04,MO,72.5,2026-04-17,2000,0.42,84000.0
2026-03-04,NE,60,2026-09-18,1175,2.1,246750.0
2026-03-04,NVDA,280,2027-01-15,5000,8.07,4035000.0
2026-03-04,NVDA,370,2027-06-17,1900,6.5,1235000.0
2026-03-04,ONDS,10,2026-03-27,1000,1.59,159000.0
2026-03-04,PDD,85,2026-06-18,1400,20.75,2905000.0
2026-03-04,PENN,12,2026-03-20,3800,3.38,1284400.0
2026-03-04,PEP,170,2026-03-20,5500,0.89,489500.0
2026-03-04,PYPL,50,2026-04-17,5000,1.61,805000.0
2026-03-04,REAL,15,2026-05-15,10000,0.78,780000.0
2026-03-04,RIG,7,2027-06-17,2500,1.42,355000.0
2026-03-04,RIOT,22,2026-03-20,1300,0.15,19500.0
2026-03-04,RIVN,12,2026-04-17,1000,3.45,345000.0
2026-03-04,SOFI,18.5,2026-03-20,2700,1.15,310500.0
2026-03-04,STLD,200,2026-09-18,650,23.55,1530750.0
2026-03-04,TEAM,100,2026-12-18,500,13.2,660000.0
2026-03-04,TLT,100,2027-01-15,10000,0.93,930000.0
2026-03-04,TTWO,210,2026-03-20,1750,10.3,1802500.0
2026-03-04,U,23,2026-04-17,2000,1.36,272000.0
2026-03-04,UAL,115,2026-04-17,2000,3.45,690000.0
2026-03-04,VAL,105,2026-05-15,1500,5.2,780000.0
2026-03-04,VRSK,190,2026-03-20,5000,26.2,13100000.0
2026-03-04,WMB,75,2026-04-17,8640,3.4,2937600.0
2026-03-04,XLU,48,2026-04-17,28000,0.9,2520000.0
2026-03-04,XLU,47,2026-04-17,2500,1.25,312500.0
2026-03-04,AAOI,50,2026-04-17,500,50.5,2525000.0
2026-03-04,AMD,225,2026-03-13,2300,0.92,211600.0
2026-03-04,AMD,235,2026-03-27,1000,1.89,189000.0
2026-03-04,AMD,530,2027-01-15,2000,2.42,484000.0
2026-03-04,AMZN,210,2026-03-20,2000,10.4,2080000.0
2026-03-04,AMZN,270,2026-06-18,1300,2.7,351000.0
2026-03-04,AR,37,2026-09-18,500,5.8,290000.0
2026-03-04,ARKK,75.5,2026-03-06,1500,0.84,126000.0
2026-03-04,AXSM,180,2026-05-15,300,10.1,303000.0
2026-03-04,BABA,165,2026-03-06,1500,0.02,3000.0
2026-03-04,BABA,150,2026-03-20,2500,1.22,305000.0
2026-03-04,BE,165,2026-03-06,1000,6.53,653000.0
2026-03-04,BE,170,2026-04-17,1500,23.62,3543000.0
2026-03-04,BKR,70,2026-04-17,1400,0.68,95200.0
2026-03-04,BUG,26,2026-03-20,3350,0.85,284750.0
2026-03-04,CEG,310,2026-04-02,1100,27.35,3008500.0
2026-03-04,CPER,60,2028-01-21,1000,3.1,310000.0
2026-03-04,CRCL,70,2027-01-15,3000,48.47,14541000.0
2026-03-04,CRM,185,2026-03-06,1300,9.22,1198600.0
2026-03-04,CRWV,110,2026-03-20,2500,0.46,115000.0
2026-03-04,CRWV,130,2026-04-17,15000,0.72,1080000.0
2026-03-04,DDOG,112,2026-03-20,2400,10.0,2400000.0
2026-03-04,DHT,20,2026-04-17,2275,1.0,227500.0
2026-03-04,EOSE,14,2026-03-20,2500,0.03,7500.0
2026-03-04,FCX,72,2026-03-20,6000,0.93,558000.0
2026-03-04,FRMI,12,2026-03-20,5000,0.47,235000.0
2026-03-04,FRT,115,2026-08-21,1000,3.95,395000.0
2026-03-04,FUTU,130,2026-06-18,400,26.17,1046800.0
2026-03-04,GLBE,35,2026-03-20,1500,1.82,273000.0
2026-03-04,GOOG,325,2026-03-27,2500,2.56,640000.0
2026-03-04,GRPN,17,2026-07-17,2250,1.4,315000.0
2026-03-04,HOOD,76,2026-03-06,2500,6.8,1700000.0
2026-03-04,HPE,22,2026-03-20,15300,0.99,1514700.0
2026-03-04,HUT,95,2026-09-18,1000,6.8,680000.0
2026-03-04,IBM,220,2026-03-20,1200,31.57,3788400.0
2026-03-04,IBM,270,2026-08-21,1100,17.8,1958000.0
2026-03-04,INTC,50,2026-04-17,25000,2.29,5725000.0
2026-03-04,INTU,360,2026-03-20,1000,82.15,8215000.0
2026-03-04,INTU,370,2026-04-17,1000,77.45,7745000.0
2026-03-04,IREN,46,2026-03-06,2500,0.65,162500.0
2026-03-04,IREN,47,2026-10-16,3000,12.93,3879000.0
2026-03-04,IT,150,2026-03-20,1200,18.9,2268000.0
2026-03-04,LASR,65,2026-03-20,2400,6.9,1656000.0
2026-03-04,LEN,125,2026-05-15,1000,2.27,227000.0
2026-03-04,LZ,7,2026-03-20,1500,0.2,30000.0
2026-03-04,MAMA,17.5,2026-03-20,1000,0.67,67000.0
2026-03-04,MDB,380,2026-03-20,2000,0.09,18000.0
2026-03-04,NET,240,2027-01-15,1100,24.65,2711500.0
2026-03-04,NFLX,77,2026-03-13,2500,22.0,5500000.0
2026-03-04,NVDA,210,2026-03-09,3000,0.01,3000.0
2026-03-04,NVDA,230,2026-06-18,3000,4.05,1215000.0
2026-03-04,NVO,35,2028-01-21,1000,11.12,1112000.0
2026-03-04,NWSA,25,2026-07-17,1000,1.38,138000.0
2026-03-04,ODD,40,2026-03-20,2400,0.03,7200.0
2026-03-04,OKLO,80,2026-06-18,2200,8.35,1837000.0
2026-03-04,ONDS,11,2026-03-27,4000,1.16,464000.0
2026-03-04,PEP,170,2026-03-20,1500,0.89,133500.0
2026-03-04,PRCT,30,2026-03-20,4500,0.33,148500.0
2026-03-04,PRCT,20,2026-07-17,1650,8.45,1394250.0
2026-03-04,QQQ,750,2026-09-18,3000,2.23,669000.0
2026-03-04,QXO,27,2026-05-15,4000,1.05,420000.0
2026-03-04,REMX,92,2026-03-20,1200,7.9,948000.0
2026-03-04,RVMD,110,2026-04-17,1000,8.0,800000.0
2026-03-04,SCHD,28,2028-01-21,1500,4.75,712500.0
2026-03-04,SEDG,40,2026-09-18,1770,9.25,1637250.0
2026-03-04,SHLS,9,2026-04-17,2000,0.12,24000.0
2026-03-04,ST,40,2026-05-15,2500,0.93,232500.0
2026-03-04,TER,350,2026-04-17,400,11.0,440000.0
2026-03-04,TLT,100,2026-10-16,3800,0.57,216600.0
2026-03-04,VNDA,8,2026-06-18,2800,1.52,425600.0
2026-03-04,WDAY,135,2026-03-06,3500,8.95,3132500.0
2026-03-04,WDAY,130,2026-04-17,500,18.1,905000.0
2026-03-04,XLF,57,2026-12-18,12500,2.07,2587500.0
2026-03-04,AAL,15,2026-03-20,47500,0.1,475000.0
2026-03-04,ADMA,20,2026-03-20,2000,0.08,16000.0
2026-03-04,AMD,260,2026-11-20,4000,20.6,8240000.0
2026-03-04,AMZN,222.5,2026-03-06,7500,0.43,322500.0
2026-03-04,AMZN,225,2026-03-20,1500,2.75,412500.0
2026-03-04,AMZN,250,2026-05-15,3150,4.03,1269450.0
2026-03-04,AXTI,50,2026-08-21,400,12.95,518000.0
2026-03-04,B,52,2026-03-20,3100,0.58,179800.0
2026-03-04,BROS,50,2026-06-18,1200,8.4,1008000.0
2026-03-04,C,116,2026-03-20,4000,1.63,652000.0
2026-03-04,CAVA,135,2026-12-18,7000,4.25,2975000.0
2026-03-04,CHYM,22.5,2026-03-20,3000,1.38,414000.0
2026-03-04,CLSK,10,2026-03-20,3000,1.29,387000.0
2026-03-04,CMG,39.5,2026-03-20,2500,0.26,65000.0
2026-03-04,COMP,11,2026-03-20,3500,0.17,59500.0
2026-03-04,COPX,105,2026-04-17,2000,2.05,410000.0
2026-03-04,CRCL,73,2026-03-13,1200,31.42,3770400.0
2026-03-04,CRCL,75,2026-05-15,2450,33.48,8202600.0
2026-03-04,CRWV,125,2026-03-20,10000,0.17,170000.0
2026-03-04,CRWV,120,2026-03-20,1100,0.21,23100.0
2026-03-04,CYTK,70,2026-04-17,1500,5.4,810000.0
2026-03-04,D,67.5,2026-12-18,6800,2.9,1972000.0
2026-03-04,DDOG,120,2026-04-17,1250,9.15,1143750.0
2026-03-04,EEM,67,2026-04-17,30000,0.16,480000.0
2026-03-04,EQX,20,2026-07-17,7500,1.68,1260000.0
2026-03-04,EWT,95,2026-09-18,2000,1.48,296000.0
2026-03-04,EWZ,43,2026-05-15,15000,0.65,975000.0
2026-03-04,F,14,2026-05-15,4550,0.35,159250.0
2026-03-04,F,16.85,2027-01-15,2000,0.42,84000.0
2026-03-04,FIG,28,2026-03-20,1200,3.0,360000.0
2026-03-04,FISV,70,2026-03-27,1000,0.52,52000.0
2026-03-04,FISV,70,2026-04-17,2700,1.3,351000.0
2026-03-04,FLUT,130,2026-03-20,1000,0.62,62000.0
2026-03-04,FRMI,17,2026-04-02,1360,0.33,44880.0
2026-03-04,GEO,15,2026-03-20,7000,0.9,630000.0
2026-03-04,HHH,80,2026-03-20,1350,0.1,13500.0
2026-03-04,HIMS,17.5,2026-03-06,5000,0.12,60000.0
2026-03-04,HSIC,85,2026-03-20,1000,0.72,72000.0
2026-03-04,HYMC,80,2026-08-21,400,8.9,356000.0
2026-03-04,IBIT,40,2026-03-13,7000,2.32,1624000.0
2026-03-04,IBM,275,2026-05-15,5000,7.75,3875000.0
2026-03-04,IGV,85,2026-04-17,4000,4.8,1920000.0
2026-03-04,INTC,47,2026-03-06,1000,0.42,42000.0
2026-03-04,IREN,46,2026-03-13,2500,2.04,510000.0
2026-03-04,JOBY,10.5,2026-03-20,1000,0.42,42000.0
2026-03-04,LQDA,35,2027-01-15,1600,12.85,2056000.0
2026-03-04,LRCX,285,2026-03-20,2000,0.82,164000.0
2026-03-04,MITK,12.5,2026-03-20,1500,2.83,424500.0
2026-03-04,MSFT,480,2026-06-18,2000,6.25,1250000.0
2026-03-04,MSTR,170,2026-03-20,3000,2.5,750000.0
2026-03-04,MTZ,270,2026-03-20,1620,37.35,6050700.0
2026-03-04,NBIS,120,2026-03-20,1100,1.31,144100.0
2026-03-04,NFLX,87,2026-03-06,2000,12.02,2404000.0
2026-03-04,NFLX,95,2026-06-18,20000,10.65,21300000.0
2026-03-04,NFLX,90,2026-07-17,1300,15.03,1953900.0
2026-03-04,NKE,65,2026-03-27,3000,0.41,123000.0
2026-03-04,NOW,111,2026-03-20,2700,6.65,1795500.0
2026-03-04,NVDA,202.5,2026-03-13,3000,0.2,60000.0
2026-03-04,NVDA,205,2026-03-20,2500,0.77,192500.0
2026-03-04,O,62.5,2026-04-17,1575,4.3,677250.0
2026-03-04,ORCL,175,2026-03-06,2500,0.06,15000.0
2026-03-04,ORCL,180,2026-03-13,5000,1.7,850000.0
2026-03-04,OWL,11.5,2026-03-06,5000,0.03,15000.0
2026-03-04,PBR,20,2026-12-18,3900,1.06,413400.0
2026-03-04,PYPL,48,2026-03-13,1500,0.88,132000.0
2026-03-04,SHOO,35,2026-09-18,1000,6.2,620000.0
2026-03-04,STX,410,2026-04-17,1000,22.8,2280000.0
2026-03-04,TLT,110,2026-08-21,30000,0.13,390000.0
2026-03-04,TSLA,415,2026-04-02,2000,15.85,3170000.0
2026-03-04,TSLL,24,2026-06-18,5000,0.78,390000.0
2026-03-04,UBER,95,2027-12-17,800,11.68,934400.0
2026-03-04,UHS,240,2026-03-20,1000,0.2,20000.0
2026-03-04,UWMC,4,2026-04-17,20000,0.43,860000.0
2026-03-04,VIAV,30,2026-12-18,800,9.3,744000.0
2026-03-04,VST,190,2026-04-17,1100,3.65,401500.0
2026-03-04,VTRS,17,2026-03-20,4000,0.05,20000.0
2026-03-04,WMT,130,2026-03-06,2000,0.36,72000.0
2026-03-04,WULF,20,2026-03-20,2000,0.18,36000.0
2026-03-04,WULF,21,2026-08-21,2000,2.25,450000.0
2026-03-04,BIDU,110,2026-07-17,300,18.77,563100.0
2026-03-04,BRZE,27.5,2026-08-21,1200,1.88,225600.0
2026-03-04,BUG,30,2026-09-18,1000,1.27,127000.0
2026-03-04,CLMT,31,2026-03-20,2500,0.8,200000.0
2026-03-04,CMPX,8,2026-03-20,10000,0.97,970000.0
2026-03-04,CRSP,75,2026-06-18,1400,3.7,518000.0
2026-03-04,CSX,45,2026-03-20,3000,0.28,84000.0
2026-03-04,CVNA,365,2026-03-20,2000,3.35,670000.0
2026-03-04,CVNA,500,2026-04-17,2000,0.48,96000.0
2026-03-04,DHT,25,2027-01-15,10000,1.38,1380000.0
2026-03-04,DKNG,24,2026-03-13,3500,1.88,658000.0
2026-03-04,DOW,30,2026-04-17,5000,3.5,1750000.0
2026-03-04,EEM,70,2027-06-17,5000,2.76,1380000.0
2026-03-04,ENVX,6,2026-04-17,10000,0.36,360000.0
2026-03-04,EOSE,17,2027-01-15,7000,1.14,798000.0
2026-03-04,EOSE,20,2027-01-15,4650,0.91,423150.0
2026-03-04,FCX,70,2026-03-20,5000,1.44,720000.0
2026-03-04,FLY,24,2026-03-13,4000,1.17,468000.0
2026-03-04,FRO,38,2026-03-20,1000,1.2,120000.0
2026-03-04,GD,352.5,2026-03-06,300,13.5,405000.0
2026-03-04,GDX,110,2026-04-17,1000,6.03,603000.0
2026-03-04,GLW,185,2026-04-17,1000,3.06,306000.0
2026-03-04,GLW,160,2026-04-17,2000,8.1,1620000.0
2026-03-04,IBIT,41,2026-03-13,3000,1.69,507000.0
2026-03-04,IGV,92,2026-04-17,1250,1.8,225000.0
2026-03-04,INTC,48,2026-03-06,7761,0.21,162981.0
2026-03-04,INTU,480,2026-04-17,2000,12.5,2500000.0
2026-03-04,IONQ,45,2026-04-17,5400,1.81,977400.0
2026-03-04,LUV,55,2026-04-17,20000,0.76,1520000.0
2026-03-04,MCHP,76,2026-03-06,1760,0.2,35200.0
2026-03-04,MO,77.5,2027-01-15,2000,2.02,404000.0
2026-03-04,NFLX,110,2027-12-17,3250,17.23,5599750.0
2026-03-04,NG,12,2026-12-18,1000,3.75,375000.0
2026-03-04,NTRA,220,2026-03-20,1300,2.95,383500.0
2026-03-04,NVDA,190,2026-03-06,10000,0.36,360000.0
2026-03-04,NVDA,195,2026-03-13,3300,0.83,273900.0
2026-03-04,NWPX,75,2026-03-20,500,7.25,362500.0
2026-03-04,ODD,15,2027-01-15,1000,3.6,360000.0
2026-03-04,OLN,25,2026-05-15,5000,2.55,1275000.0
2026-03-04,ORCL,160,2026-03-20,2900,7.62,2209800.0
2026-03-04,OWL,12,2026-03-13,1000,0.08,8000.0
2026-03-04,PAYC,150,2027-12-17,300,31.05,931500.0
2026-03-04,ROKU,85,2026-04-17,1000,15.78,1578000.0
2026-03-04,SLNO,45,2026-06-18,1000,4.9,490000.0
2026-03-04,SLNO,50,2026-09-18,2500,6.25,1562500.0
2026-03-04,SONY,25,2026-06-18,2000,0.65,130000.0
2026-03-04,STNG,77.5,2026-03-20,1000,4.75,475000.0
2026-03-04,TLT,94,2026-08-21,13000,1.08,1404000.0
2026-03-04,UTHR,600,2026-04-17,1725,6.15,1060875.0
2026-03-04,VISN,18,2026-03-20,1250,0.35,43750.0
2026-03-04,WEAT,22,2027-01-15,1000,2.47,247000.0
2026-03-04,WIX,65,2028-01-21,750,40.1,3007500.0
2026-03-04,WM,220,2026-04-17,500,24.65,1232500.0
2026-03-04,WMB,80,2026-04-17,3000,1.33,399000.0
2026-03-04,YPF,40,2026-04-17,10000,0.75,750000.0
2026-03-04,ZM,80,2026-09-18,2500,9.55,2387500.0
2026-03-04,AEHR,60,2026-09-18,550,9.3,511500.0
2026-03-04,AEO,22,2026-03-20,1600,2.08,332800.0
2026-03-04,AMZN,215,2026-03-20,3000,7.25,2175000.0
2026-03-04,ARM,175,2026-08-21,750,5.47,410250.0
2026-03-04,ARM,175,2026-08-21,750,5.47,410250.0
2026-03-04,ASTS,80,2026-04-17,8000,29.4,23520000.0
2026-03-04,AVAV,350,2026-05-15,2900,5.9,1711000.0
2026-03-04,BUD,90,2026-09-18,1250,1.6,200000.0
2026-03-04,C,115,2026-03-20,3300,1.98,653400.0
2026-03-04,COIN,190,2026-05-15,10000,37.38,37380000.0
2026-03-04,COKE,220,2026-04-17,500,4.0,200000.0
2026-03-04,CPER,60,2028-01-21,1600,3.1,496000.0
2026-03-04,CRDO,105,2026-05-15,400,15.05,602000.0
2026-03-04,CRM,210,2026-09-18,2000,18.88,3776000.0
2026-03-04,DELL,185,2026-12-18,800,14.38,1150400.0
2026-03-04,DKL,65,2026-11-20,900,0.8,72000.0
2026-03-04,DOCU,50,2026-03-20,4000,1.92,768000.0
2026-03-04,ELTX,10,2026-05-15,500,4.75,237500.0
2026-03-04,EOSE,6.5,2026-03-13,2250,0.61,137250.0
2026-03-04,FRO,40,2026-05-15,1400,2.0,280000.0
2026-03-04,FXI,40,2026-09-18,44000,1.56,6864000.0
2026-03-04,GGAL,70,2026-07-17,1900,0.85,161500.0
2026-03-04,GLW,200,2026-04-17,850,1.78,151300.0
2026-03-04,GLW,230,2028-01-21,650,25.07,1629550.0
2026-03-04,GOOG,450,2026-12-18,1350,6.53,881550.0
2026-03-04,HOG,23,2028-01-21,3900,3.35,1306500.0
2026-03-04,HOOD,85,2026-03-20,1100,3.55,390500.0
2026-03-04,HPE,24,2026-04-17,6000,0.72,432000.0
2026-03-04,IGV,84,2026-03-13,4000,3.15,1260000.0
2026-03-04,INTC,50,2026-04-17,5000,2.29,1145000.0
2026-03-04,IREN,45,2026-03-20,2200,3.4,748000.0
2026-03-04,LUNR,20,2026-04-17,1000,2.54,254000.0
2026-03-04,MSFT,425,2026-04-17,1625,8.77,1425125.0
2026-03-04,NFLX,125,2026-09-18,1000,3.52,352000.0
2026-03-04,NKE,61,2026-03-06,5000,0.11,55000.0
2026-03-04,NN,21,2026-04-17,3400,1.02,346800.0
2026-03-04,NOK,10,2027-06-17,7500,1.12,840000.0
